0,1057802208
1,0
2,1060128928
3,1041018752
4,1073741792
5,1071570208
6,1070918720
7,1070689152
8,1039144960
9,1034280576
10,1031600128
11,1040658880
12,1041837760
13,1028075904
14,1031401600
15,0
16,0
17,1054966720
18,1056120768
19,1035422208
20,1033387136
21,1029168000
22,1027778176
23,1030781184
24,1024800000
25,1022218752
26,1064472128
27,0
28,0
29,1040038400
30,1029788416
31,1042830528
32,1030756352
33,1039219456
34,1032171008
35,1053651328
36,1037755136
37,1042967040
38,1073741792
39,1061264384
40,1071017984
41,1073741792
42,1060482592
43,1041291776
44,1037134720
45,1061686272
46,1061394656
47,1040137728
48,1060960352
49,1058087616
50,1061686272
51,1071017984
52,1069950784
53,1029341696
54,1055239680
55,1058211712
56,1071017984
57,1036464512
58,1069839104
59,1069249664
60,1031178240
61,1041192512
62,1031699456
63,1042048704
64,1042942208
65,1054246976
66,1069950784
67,1053750592
68,1069950784
69,1061394656
70,1064472128
